city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Fort Mohave,Fort Mohave,AZ,Arizona,4015,Mohave,35.0004,-114.5748,15872,367.0,shape,FALSE,TRUE,America/Phoenix,3,86426 86427,1840042961
St. Simons,St. Simons,GA,Georgia,13127,Glynn,31.1775,-81.3857,15865,371.6,shape,FALSE,FALSE,America/New_York,3,31522,1840013874
Mountain Home,Mountain Home,ID,Idaho,16039,Elmore,43.1324,-115.6970,15863,895.2,shape,FALSE,TRUE,America/Boise,3,83647,1840020017
Hollins,Hollins,VA,Virginia,51161,Roanoke,37.3434,-79.9534,15857,711.5,shape,FALSE,FALSE,America/New_York,3,24019 24020 24050,1840006441
Dixon,Dixon,IL,Illinois,17103,Lee,41.8439,-89.4794,15855,722.1,shape,FALSE,TRUE,America/Chicago,3,61021,1840007051
Dickson,Dickson,TN,Tennessee,47043,Dickson,36.0637,-87.3665,15855,301.2,shape,FALSE,TRUE,America/Chicago,3,37055 37056,1840014468
New Cassel,New Cassel,NY,New York,36059,Nassau,40.7602,-73.5649,15841,4095.8,shape,FALSE,FALSE,America/New_York,2,11590,1840005239
Mount Dora,Mount Dora,FL,Florida,12069,Lake,28.8142,-81.6344,15830,725.1,shape,FALSE,TRUE,America/New_York,3,32757 32756,1840015082
Sulphur Springs,Sulphur Springs,TX,Texas,48223,Hopkins,33.1421,-95.6122,15825,297.5,shape,FALSE,TRUE,America/Chicago,3,75482 75483,1840022031
Lithia Springs,Lithia Springs,GA,Georgia,13097,Douglas,33.7811,-84.6487,15825,454.8,shape,FALSE,FALSE,America/New_York,3,30122,1840013740
Jamestown,Jamestown,ND,North Dakota,38093,Stutsman,46.9063,-98.6937,15823,459.5,shape,FALSE,TRUE,America/Chicago,3,58401 58402 58405,1840000153
Kerman,Kerman,CA,California,6019,Fresno,36.7248,-120.0625,15817,1818.5,shape,FALSE,TRUE,America/Los_Angeles,3,93630,1840020324
Glenmont,Glenmont,MD,Maryland,24031,Montgomery,39.0698,-77.0467,15795,2177.9,shape,FALSE,FALSE,America/New_York,2,20906,1840024490
Holly Springs,Holly Springs,GA,Georgia,13057,Cherokee,34.1681,-84.4847,15784,841.3,shape,FALSE,TRUE,America/New_York,3,30114 30115 30142,1840014704
Talladega,Talladega,AL,Alabama,1121,Talladega,33.4333,-86.0986,15782,233.9,shape,FALSE,TRUE,America/Chicago,3,35160 35161,1840008244
Stone Ridge,Stone Ridge,VA,Virginia,51107,Loudoun,38.9294,-77.5557,15776,2356.7,shape,FALSE,TRUE,America/New_York,2,20105,1840041868
Westbury,Westbury,NY,New York,36059,Nassau,40.7599,-73.5891,15772,2598.4,shape,FALSE,TRUE,America/New_York,2,11590,1840005332
Highland Village,Highland Village,TX,Texas,48121,Denton,33.0897,-97.0615,15769,1100.7,shape,FALSE,TRUE,America/Chicago,3,75077,1840020638
Glenn Heights,Glenn Heights,TX,Texas,48113,Dallas,32.5506,-96.8548,15741,842.8,shape,FALSE,TRUE,America/Chicago,3,75154,1840020708
Mount Clemens,Mount Clemens,MI,Michigan,26099,Macomb,42.5977,-82.8821,15735,1484.3,shape,FALSE,TRUE,America/Detroit,3,48043 48046,1840003089
Isla Vista,Isla Vista,CA,California,6083,Santa Barbara,34.4128,-119.8614,15732,11019.3,shape,FALSE,FALSE,America/Los_Angeles,2,93117,1840017887
Elkton,Elkton,MD,Maryland,24015,Cecil,39.6066,-75.8209,15724,675.6,shape,FALSE,TRUE,America/New_York,3,21921 21922,1840005635
White Center,White Center,WA,Washington,53033,King,47.5086,-122.3479,15716,2670.8,shape,FALSE,FALSE,America/Los_Angeles,2,98106 98146 98168,1840037727
Hewitt,Hewitt,TX,Texas,48309,McLennan,31.4520,-97.1960,15707,880.5,shape,FALSE,TRUE,America/Chicago,3,76643,1840020809
Auburndale,Auburndale,FL,Florida,12105,Polk,28.0963,-81.8012,15704,447.2,shape,FALSE,TRUE,America/New_York,3,33868 33823,1840014127
Discovery Bay,Discovery Bay,CA,California,6013,Contra Costa,37.9063,-121.5990,15704,1084.4,shape,FALSE,FALSE,America/Los_Angeles,3,94505,1840018897
Los Osos,Los Osos,CA,California,6079,San Luis Obispo,35.3065,-120.8242,15692,474.7,shape,FALSE,FALSE,America/Los_Angeles,3,93402 93412,1840017805
Newton,Newton,IA,Iowa,19099,Jasper,41.6963,-93.0403,15688,534.2,shape,FALSE,TRUE,America/Chicago,3,50208,1840008171
Lady Lake,Lady Lake,FL,Florida,12069,Lake,28.9241,-81.9299,15683,688.9,shape,FALSE,TRUE,America/New_York,3,32159 32158,1840017229
Macomb,Macomb,IL,Illinois,17109,McDonough,40.4709,-90.6807,15681,571.1,shape,FALSE,TRUE,America/Chicago,3,61455,1840009411
Mitchell,Mitchell,SD,South Dakota,46035,Davison,43.7294,-98.0337,15677,538.7,shape,FALSE,TRUE,America/Chicago,3,57301,1840002642
Wailuku,Wailuku,HI,Hawaii,15009,Maui,20.8834,-156.5059,15670,1149.1,shape,FALSE,FALSE,Pacific/Honolulu,3,96793,1840023239
Chickasha,Chickasha,OK,Oklahoma,40051,Grady,35.0409,-97.9474,15655,269.4,shape,FALSE,TRUE,America/Chicago,3,73018 73023,1840019169
La Palma,La Palma,CA,California,6059,Orange,33.8504,-118.0407,15650,3393.6,shape,FALSE,TRUE,America/Los_Angeles,2,90623,1840020586
Alpine,Alpine,CA,California,6073,San Diego,32.8439,-116.7585,15648,225.6,shape,FALSE,FALSE,America/Los_Angeles,3,91901 91903,1840018014
Shively,Shively,KY,Kentucky,21111,Jefferson,38.1970,-85.8136,15638,1320.7,shape,FALSE,TRUE,America/Kentucky/Louisville,3,40216 40256,1840015196
Seaford,Seaford,NY,New York,36059,Nassau,40.6678,-73.4922,15636,2313.3,shape,FALSE,FALSE,America/New_York,2,11783,1840005275
Rossville,Rossville,MD,Maryland,24005,Baltimore,39.3572,-76.4767,15633,1122.1,shape,FALSE,FALSE,America/New_York,3,21237 21236,1840031398
Seymour,Seymour,TN,Tennessee,47155,Sevier,35.8783,-83.7669,15633,376.8,shape,FALSE,FALSE,America/New_York,3,37865,1840013386
Fort Leonard Wood,Fort Leonard Wood,MO,Missouri,29169,Pulaski,37.7562,-92.1274,15629,262.0,shape,TRUE,TRUE,America/Chicago,3,65473,1840073756
Weston,Weston,WI,Wisconsin,55073,Marathon,44.8906,-89.5487,15609,278.8,shape,FALSE,TRUE,America/Chicago,3,54476,1840038093
Grovetown,Grovetown,GA,Georgia,13073,Columbia,33.4503,-82.2073,15608,1143.1,shape,FALSE,TRUE,America/New_York,3,30813,1840013748
Southchase,Southchase,FL,Florida,12095,Orange,28.3793,-81.3903,15592,870.0,shape,FALSE,FALSE,America/New_York,3,32824 32837,1840029005
Mastic,Mastic,NY,New York,36103,Suffolk,40.8096,-72.8479,15576,1557.8,shape,FALSE,FALSE,America/New_York,3,11950 11949,1840005090
Seven Oaks,Seven Oaks,SC,South Carolina,45063,Lexington,34.0475,-81.1435,15561,785.2,shape,FALSE,FALSE,America/New_York,3,29212 29210 29227,1840035850
Monroe,Monroe,OH,Ohio,39017,Butler,39.4461,-84.3667,15560,378.1,shape,FALSE,TRUE,America/New_York,3,45050 45044 45036,1840008465
Live Oak,Live Oak,TX,Texas,48029,Bexar,29.5545,-98.3404,15554,1262.5,shape,FALSE,TRUE,America/Chicago,3,78233,1840020960
Cherryland,Cherryland,CA,California,6001,Alameda,37.6792,-122.1038,15552,5031.7,shape,FALSE,FALSE,America/Los_Angeles,2,94541,1840028361
Azalea Park,Azalea Park,FL,Florida,12095,Orange,28.5473,-81.2956,15549,1967.6,shape,FALSE,FALSE,America/New_York,3,32822 32807 32857,1840014082
Greenwood Village,Greenwood Village,CO,Colorado,8005,Arapahoe,39.6153,-104.9131,15548,726.4,shape,FALSE,TRUE,America/Denver,3,80121 80111,1840020212
Indianola,Indianola,IA,Iowa,19181,Warren,41.3629,-93.5652,15544,524.8,shape,FALSE,TRUE,America/Chicago,3,50125,1840000648
Brooklyn Park,Brooklyn Park,MD,Maryland,24003,Anne Arundel,39.2170,-76.6174,15541,1425.1,shape,FALSE,FALSE,America/New_York,3,21225,1840031312
Hugo,Hugo,MN,Minnesota,27163,Washington,45.1671,-92.9588,15541,179.3,shape,FALSE,TRUE,America/Chicago,3,55038,1840006739
Niceville,Niceville,FL,Florida,12091,Okaloosa,30.5290,-86.4748,15532,416.2,shape,FALSE,TRUE,America/Chicago,3,32578 32588,1840015009
Hartford,Hartford,WI,Wisconsin,55131,Washington,43.3223,-88.3784,15526,669.5,shape,FALSE,TRUE,America/Chicago,3,53027,1840002831
Wilmington Island,Wilmington Island,GA,Georgia,13051,Chatham,32.0033,-80.9752,15521,721.9,shape,FALSE,FALSE,America/New_York,3,31410,1840029461
Candelaria,Candelaria,PR,Puerto Rico,72137,Toa Baja,18.4042,-66.2175,15498,1992.9,shape,FALSE,FALSE,America/Puerto_Rico,3,949,1630023689
Batavia,Batavia,NY,New York,36037,Genesee,42.9987,-78.1802,15497,1151.7,shape,FALSE,TRUE,America/New_York,3,14020,1840000385
Rio Grande City,Rio Grande City,TX,Texas,48427,Starr,26.3808,-98.8215,15494,527.0,shape,FALSE,TRUE,America/Chicago,3,78582,1840021016
Princeton Meadows,Princeton Meadows,NJ,New Jersey,34023,Middlesex,40.3347,-74.5651,15491,2345.7,shape,FALSE,FALSE,America/New_York,2,08536 08512,1840033474
Berea,Berea,KY,Kentucky,21151,Madison,37.5904,-84.2898,15465,361.6,shape,FALSE,TRUE,America/New_York,3,40404 40403,1840013225
Scottsboro,Scottsboro,AL,Alabama,1071,Jackson,34.6438,-86.0491,15446,117.8,shape,FALSE,TRUE,America/Chicago,3,35768 35769,1840005605
Chubbuck,Chubbuck,ID,Idaho,16005,Bannock,42.9263,-112.4623,15445,963.2,shape,FALSE,TRUE,America/Boise,3,83202,1840018667
Grain Valley,Grain Valley,MO,Missouri,29095,Jackson,39.0171,-94.2084,15435,967.1,shape,FALSE,TRUE,America/Chicago,3,64029,1840008531
Glenn Dale,Glenn Dale,MD,Maryland,24033,Prince George's,38.9833,-76.8040,15426,832.5,shape,FALSE,FALSE,America/New_York,3,20720 20706 20769,1840005955
Lynden,Lynden,WA,Washington,53073,Whatcom,48.9502,-122.4545,15410,1094.8,shape,FALSE,TRUE,America/Los_Angeles,3,98264,1840019752
Yauco,Yauco,PR,Puerto Rico,72153,Yauco,18.0344,-66.8615,15404,2054.2,shape,FALSE,FALSE,America/Puerto_Rico,2,698,1630035600
Carthage,Carthage,MO,Missouri,29097,Jasper,37.1503,-94.3225,15395,499.3,shape,FALSE,TRUE,America/Chicago,3,64836,1840007629
Springdale,Springdale,NJ,New Jersey,34007,Camden,39.8769,-74.9724,15393,1111.2,shape,FALSE,FALSE,America/New_York,3,8003,1840133731
Uvalde,Uvalde,TX,Texas,48463,Uvalde,29.2152,-99.7782,15374,774.5,shape,FALSE,TRUE,America/Chicago,3,78801,1840022231
Three Lakes,Three Lakes,FL,Florida,12086,Miami-Dade,25.6415,-80.4000,15367,1838.8,shape,FALSE,FALSE,America/New_York,3,33186,1840029010
Greeneville,Greeneville,TN,Tennessee,47059,Greene,36.1680,-82.8197,15361,348.9,shape,FALSE,TRUE,America/New_York,3,37745 37743 37744,1840016099
Glasgow,Glasgow,DE,Delaware,10003,New Castle,39.6015,-75.7473,15342,596.8,shape,FALSE,FALSE,America/New_York,3,19701 19702,1840005571
Mastic Beach,Mastic Beach,NY,New York,36103,Suffolk,40.7664,-72.8369,15333,1208.6,shape,FALSE,FALSE,America/New_York,3,11951,1840005089
Yankton,Yankton,SD,South Dakota,46135,Yankton,42.8901,-97.3927,15332,682.8,shape,FALSE,TRUE,America/Chicago,3,57078,1840003058
Eden,Eden,NC,North Carolina,37157,Rockingham,36.5027,-79.7412,15317,415.9,shape,FALSE,TRUE,America/New_York,3,27288 27289,1840013309
Hayden,Hayden,ID,Idaho,16055,Kootenai,47.7680,-116.8040,15316,561.6,shape,FALSE,TRUE,America/Los_Angeles,3,83835,1840019808
Port Orchard,Port Orchard,WA,Washington,53035,Kitsap,47.5163,-122.6610,15315,613.1,shape,FALSE,TRUE,America/Los_Angeles,3,98366 98367,1840019821
Hartselle,Hartselle,AL,Alabama,1103,Morgan,34.4391,-86.9396,15308,354.9,shape,FALSE,TRUE,America/Chicago,3,35640,1840013593
Tenafly,Tenafly,NJ,New Jersey,34003,Bergen,40.9176,-73.9532,15307,1288.6,shape,FALSE,TRUE,America/New_York,3,7670,1840000918
Asbury Park,Asbury Park,NJ,New Jersey,34025,Monmouth,40.2226,-74.0119,15305,4133.0,shape,FALSE,TRUE,America/New_York,2,7712,1840003684
Roanoke Rapids,Roanoke Rapids,NC,North Carolina,37083,Halifax,36.4452,-77.6490,15294,595.7,shape,FALSE,TRUE,America/New_York,3,27870,1840014437
Norridge,Norridge,IL,Illinois,17031,Cook,41.9637,-87.8231,15294,3266.6,shape,FALSE,TRUE,America/Chicago,2,60706,1840011302
Harper Woods,Harper Woods,MI,Michigan,26163,Wayne,42.4390,-82.9293,15287,2244.7,shape,FALSE,TRUE,America/Detroit,2,48225 48265,1840003981
Johnson City,Johnson City,NY,New York,36007,Broome,42.1230,-75.9624,15275,1295.6,shape,FALSE,TRUE,America/New_York,3,13790,1840004658
Jackson,Jackson,MO,Missouri,29031,Cape Girardeau,37.3792,-89.6522,15272,548.7,shape,FALSE,TRUE,America/Chicago,3,63755,1840008735
Traverse City,Traverse City,MI,Michigan,26055,Grand Traverse,44.7546,-85.6038,15263,712.1,shape,FALSE,TRUE,America/Detroit,3,49686 49684,1840003946
Northview,Northview,MI,Michigan,26081,Kent,43.0427,-85.6016,15251,571.9,shape,FALSE,FALSE,America/Detroit,3,49525,1840004305
Dentsville,Dentsville,SC,South Carolina,45079,Richland,34.0754,-80.9547,15245,879.7,shape,FALSE,FALSE,America/New_York,3,29223,1840013089
Laurinburg,Laurinburg,NC,North Carolina,37165,Scotland,34.7602,-79.4773,15242,469.0,shape,FALSE,TRUE,America/New_York,3,28352 28353,1840014631
Thibodaux,Thibodaux,LA,Louisiana,22057,Lafourche,29.7949,-90.8146,15242,866.4,shape,FALSE,TRUE,America/Chicago,3,70301 70310,1840015946
Franklin Park,Franklin Park,PA,Pennsylvania,42003,Allegheny,40.5903,-80.0999,15239,434.5,shape,FALSE,TRUE,America/New_York,3,15237 15090 15143,1840001198
Bradley,Bradley,IL,Illinois,17091,Kankakee,41.1641,-87.8452,15236,848.9,shape,FALSE,TRUE,America/Chicago,3,60915 60914,1840011693
Berkley,Berkley,MI,Michigan,26125,Oakland,42.4986,-83.1853,15234,2249.4,shape,FALSE,TRUE,America/Detroit,2,48072,1840002437
Hazel Park,Hazel Park,MI,Michigan,26125,Oakland,42.4619,-83.0977,15213,2084.4,shape,FALSE,TRUE,America/Detroit,2,48030,1840002444
Gloversville,Gloversville,NY,New York,36035,Fulton,43.0491,-74.3465,15211,1163.9,shape,FALSE,TRUE,America/New_York,3,12078,1840000375
Kenmore,Kenmore,NY,New York,36029,Erie,42.9646,-78.8713,15207,4089.3,shape,FALSE,TRUE,America/New_York,2,14217,1840004386
Beech Grove,Beech Grove,IN,Indiana,18097,Marion,39.7157,-86.0871,15202,1313.4,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46107 46203,1840007307
Depew,Depew,NY,New York,36029,Erie,42.9118,-78.7043,15188,1155.2,shape,FALSE,TRUE,America/New_York,3,14043,1840004397
Spring Creek,Spring Creek,NV,Nevada,32007,Elko,40.7450,-115.5983,15176,109.2,shape,FALSE,FALSE,America/Los_Angeles,3,89815,1840018704
Eloy,Eloy,AZ,Arizona,4021,Pinal,32.7470,-111.5992,15171,51.5,shape,FALSE,TRUE,America/Phoenix,3,85131 85123,1840020628
Pacific Grove,Pacific Grove,CA,California,6053,Monterey,36.6188,-121.9259,15169,2043.8,shape,FALSE,TRUE,America/Los_Angeles,2,93950,1840020359
Youngsville,Youngsville,LA,Louisiana,22055,Lafayette,30.0963,-91.9968,15167,466.7,shape,FALSE,TRUE,America/Chicago,3,70592,1840015931
Andover,Andover,KS,Kansas,20015,Butler,37.6873,-97.1352,15162,562.3,shape,FALSE,TRUE,America/Chicago,3,67002,1840007546
Elk Plain,Elk Plain,WA,Washington,53053,Pierce,47.0425,-122.3663,15157,698.4,shape,FALSE,FALSE,America/Los_Angeles,3,98387 98338,1840037546
Southern Pines,Southern Pines,NC,North Carolina,37125,Moore,35.1927,-79.4039,15156,333.1,shape,FALSE,TRUE,America/New_York,3,28374 28387 28388,1840017850
Vandalia,Vandalia,OH,Ohio,39113,Montgomery,39.8791,-84.1930,15155,473.9,shape,FALSE,TRUE,America/New_York,3,45414 45377,1840003786
Piney Green,Piney Green,NC,North Carolina,37133,Onslow,34.7498,-77.3208,15149,429.1,shape,FALSE,FALSE,America/New_York,3,28546 28544,1840013558
Phillipsburg,Phillipsburg,NJ,New Jersey,34041,Warren,40.6894,-75.1821,15146,1832.8,shape,FALSE,TRUE,America/New_York,3,8865,1840000944
Tonawanda,Tonawanda,NY,New York,36029,Erie,43.0105,-78.8805,15132,1536.2,shape,FALSE,TRUE,America/New_York,3,14150 14151,1840004381
Camp Pendleton South,Camp Pendleton South,CA,California,6073,San Diego,33.2329,-117.3930,15131,842.2,shape,TRUE,TRUE,America/Los_Angeles,3,92058,1840073902
North New Hyde Park,North New Hyde Park,NY,New York,36059,Nassau,40.7460,-73.6876,15125,2932.9,shape,FALSE,FALSE,America/New_York,2,11042 11040,1840005243
Clarksdale,Clarksdale,MS,Mississippi,28027,Coahoma,34.1933,-90.5693,15124,310.7,shape,FALSE,TRUE,America/Chicago,3,38614 38630,1840014696
Greenlawn,Greenlawn,NY,New York,36103,Suffolk,40.8632,-73.3646,15115,1525.5,shape,FALSE,FALSE,America/New_York,3,11740 11743,1840005074
Bemidji,Bemidji,MN,Minnesota,27007,Beltrami,47.4828,-94.8797,15114,334.6,shape,FALSE,TRUE,America/Chicago,3,56601 56619,1840006600
Longwood,Longwood,FL,Florida,12117,Seminole,28.7014,-81.3487,15085,1056.2,shape,FALSE,TRUE,America/New_York,3,32750,1840015957
Henderson,Henderson,NC,North Carolina,37181,Vance,36.3256,-78.4151,15084,675.3,shape,FALSE,TRUE,America/New_York,3,27536,1840014433
West Park,West Park,FL,Florida,12011,Broward,25.9840,-80.1923,15074,2647.7,shape,FALSE,TRUE,America/New_York,2,33023,1840016002
Worthington,Worthington,OH,Ohio,39049,Franklin,40.0950,-83.0209,15047,1062.0,shape,FALSE,TRUE,America/New_York,3,43085,1840010522
Hereford,Hereford,TX,Texas,48117,Deaf Smith,34.8225,-102.4001,15043,918.4,shape,FALSE,TRUE,America/Chicago,3,79045,1840020462
Front Royal,Front Royal,VA,Virginia,51187,Warren,38.9260,-78.1838,15039,565.2,shape,FALSE,TRUE,America/New_York,3,22630,1840006045
Swansea,Swansea,IL,Illinois,17163,St. Clair,38.5507,-89.9858,15037,896.4,shape,FALSE,TRUE,America/Chicago,3,62226,1840012880
Dayton,Dayton,NV,Nevada,32019,Lyon,39.2592,-119.5653,15036,166.3,shape,FALSE,FALSE,America/Los_Angeles,3,89403 89428,1840018796
Riverdale,Riverdale,GA,Georgia,13063,Clayton,33.5639,-84.4103,15013,1320.5,shape,FALSE,TRUE,America/New_York,3,30274 30296 30287 30374,1840014815
South Farmingdale,South Farmingdale,NY,New York,36059,Nassau,40.7175,-73.4473,15009,2642.7,shape,FALSE,FALSE,America/New_York,2,11735,1840005276
Halawa,Halawa,HI,Hawaii,15003,Honolulu,21.3753,-157.9185,14990,2422.9,shape,FALSE,FALSE,Pacific/Honolulu,2,96818 96701,1840029579
Greensburg,Greensburg,PA,Pennsylvania,42129,Westmoreland,40.3113,-79.5445,14982,1426.4,shape,FALSE,TRUE,America/New_York,3,15601 15606,1840001137
West University Place,West University Place,TX,Texas,48201,Harris,29.7157,-95.4321,14975,2885.1,shape,FALSE,TRUE,America/Chicago,2,77005 77265 77277,1840022205
Highland Park,Highland Park,NJ,New Jersey,34023,Middlesex,40.5006,-74.4283,14947,3169.0,shape,FALSE,TRUE,America/New_York,2,8904,1840003636
Williamstown,Williamstown,NJ,New Jersey,34015,Gloucester,39.6874,-74.9786,14947,777.6,shape,FALSE,FALSE,America/New_York,3,8094,1840016785
Tanque Verde,Tanque Verde,AZ,Arizona,4019,Pima,32.2687,-110.7437,14946,178.8,shape,FALSE,FALSE,America/Phoenix,3,85749 85748,1840019489
Mineral Wells,Mineral Wells,TX,Texas,48363,Palo Pinto,32.8169,-98.0776,14925,282.5,shape,FALSE,TRUE,America/Chicago,3,76088 76067 76068,1840020689
Glasgow,Glasgow,KY,Kentucky,21009,Barren,37.0048,-85.9263,14922,357.5,shape,FALSE,TRUE,America/Chicago,3,42141 42142,1840013268
Sterling,Sterling,IL,Illinois,17195,Whiteside,41.7996,-89.6956,14919,968.8,shape,FALSE,TRUE,America/Chicago,3,61081,1840009200
Fairview,Fairview,NJ,New Jersey,34003,Bergen,40.8182,-74.0022,14918,6827.2,shape,FALSE,TRUE,America/New_York,2,7022,1840003549
California City,California City,CA,California,6029,Kern,35.1578,-117.8721,14914,28.3,shape,FALSE,TRUE,America/Los_Angeles,3,93505 93504,1840019149
Metuchen,Metuchen,NJ,New Jersey,34023,Middlesex,40.5424,-74.3628,14883,2025.2,shape,FALSE,TRUE,America/New_York,2,8840,1840003633
Lebanon,Lebanon,MO,Missouri,29105,Laclede,37.6717,-92.6603,14880,392.4,shape,FALSE,TRUE,America/Chicago,3,65536,1840008711
Hendersonville,Hendersonville,NC,North Carolina,37089,Henderson,35.3247,-82.4575,14878,775.5,shape,FALSE,TRUE,America/New_York,3,28792 28791 28739 28793,1840014561
Boulder City,Boulder City,NV,Nevada,32003,Clark,35.8407,-114.9257,14868,27.6,shape,FALSE,TRUE,America/Los_Angeles,3,89005 89006,1840019028
Great Bend,Great Bend,KS,Kansas,20009,Barton,38.3593,-98.8015,14864,546.7,shape,FALSE,TRUE,America/Chicago,3,67530,1840001656
Grimes,Grimes,IA,Iowa,19153,Polk,41.6779,-93.7947,14842,477.8,shape,FALSE,TRUE,America/Chicago,3,50111,1840007068
Broadlands,Broadlands,VA,Virginia,51107,Loudoun,39.0168,-77.5167,14835,1771.6,shape,FALSE,FALSE,America/New_York,3,20148,1840024498
Highland Springs,Highland Springs,VA,Virginia,51087,Henrico,37.5516,-77.3285,14823,717.8,shape,FALSE,FALSE,America/New_York,3,23075 23223,1840006391
Sierra Vista Southeast,Sierra Vista Southeast,AZ,Arizona,4003,Cochise,31.4525,-110.2160,14822,51.6,shape,FALSE,TRUE,America/Phoenix,3,85650 85615 85636,1840074401
Whitefish Bay,Whitefish Bay,WI,Wisconsin,55079,Milwaukee,43.1131,-87.9003,14818,2704.7,shape,FALSE,TRUE,America/Chicago,2,53217 53211,1840003036
Ramsey,Ramsey,NJ,New Jersey,34003,Bergen,41.0595,-74.1454,14801,1038.6,shape,FALSE,TRUE,America/New_York,3,7446,1840000896
Oldsmar,Oldsmar,FL,Florida,12103,Pinellas,28.0506,-82.6698,14800,638.8,shape,FALSE,TRUE,America/New_York,3,34677,1840015111
Bradley Gardens,Bradley Gardens,NJ,New Jersey,34035,Somerset,40.5711,-74.6678,14798,1272.2,shape,FALSE,FALSE,America/New_York,3,8807,1840033232
Gantt,Gantt,SC,South Carolina,45045,Greenville,34.7837,-82.4027,14790,583.6,shape,FALSE,FALSE,America/New_York,3,29673 29605,1840013492
Glen Allen,Glen Allen,VA,Virginia,51087,Henrico,37.6660,-77.4838,14783,648.7,shape,FALSE,FALSE,America/New_York,3,23060 23059 23058,1840006390
Ferndale,Ferndale,WA,Washington,53073,Whatcom,48.8526,-122.5894,14777,812.0,shape,FALSE,TRUE,America/Los_Angeles,3,98248,1840019751
Alexander City,Alexander City,AL,Alabama,1123,Tallapoosa,32.9229,-85.9358,14765,130.4,shape,FALSE,TRUE,America/Chicago,3,35010 35011,1840013788
Wildwood,Wildwood,FL,Florida,12119,Sumter,28.7752,-82.0075,14747,100.4,shape,FALSE,TRUE,America/New_York,3,33514 34484 34785 32163 33585,1840015956
Homosassa Springs,Homosassa Springs,FL,Florida,12017,Citrus,28.8119,-82.5392,14736,226.1,shape,FALSE,FALSE,America/New_York,3,34446 34448 34447,1840014060
Greendale,Greendale,WI,Wisconsin,55079,Milwaukee,42.9371,-88.0018,14735,1022.2,shape,FALSE,TRUE,America/Chicago,3,53129,1840003038
Lake Stickney,Lake Stickney,WA,Washington,53061,Snohomish,47.8733,-122.2582,14733,2860.2,shape,FALSE,FALSE,America/Los_Angeles,2,98087 98204,1840037894
Deming,Deming,NM,New Mexico,35029,Luna,32.2631,-107.7525,14730,340.2,shape,FALSE,TRUE,America/Denver,3,88030 88031,1840019458
Fort Payne,Fort Payne,AL,Alabama,1049,DeKalb,34.4559,-85.6965,14730,100.8,shape,FALSE,TRUE,America/Chicago,3,35967 35968,1840004822
Vail,Vail,AZ,Arizona,4019,Pima,32.0217,-110.6937,14715,250.5,shape,FALSE,FALSE,America/Phoenix,3,85641 85744,1840019487
Gulf Shores,Gulf Shores,AL,Alabama,1003,Baldwin,30.2764,-87.7017,14712,200.1,shape,FALSE,TRUE,America/Chicago,3,36542 36547,1840013886
Ladson,Ladson,SC,South Carolina,45015,Berkeley,33.0093,-80.1078,14711,807.8,shape,FALSE,FALSE,America/New_York,3,29456,1840014254
White Oak,White Oak,MD,Maryland,24031,Montgomery,39.0451,-76.9885,14711,1818.9,shape,FALSE,FALSE,America/New_York,3,20904 20903 20901,1840005847
Chelsea,Chelsea,AL,Alabama,1117,Shelby,33.3262,-86.6300,14710,175.8,shape,FALSE,TRUE,America/Chicago,3,35051 35043,1840014823
Owosso,Owosso,MI,Michigan,26155,Shiawassee,42.9955,-84.1760,14708,1082.0,shape,FALSE,TRUE,America/Detroit,3,48867,1840003068
Antioch,Antioch,IL,Illinois,17097,Lake,42.4742,-88.0721,14705,688.9,shape,FALSE,TRUE,America/Chicago,3,60002,1840010115
Fraser,Fraser,MI,Michigan,26099,Macomb,42.5388,-82.9496,14703,1370.8,shape,FALSE,TRUE,America/Detroit,3,48026,1840002421
Hammonton,Hammonton,NJ,New Jersey,34001,Atlantic,39.6572,-74.7678,14695,139.2,shape,FALSE,TRUE,America/New_York,3,8037,1840003800
Great Falls,Great Falls,VA,Virginia,51059,Fairfax,39.0110,-77.3013,14690,223.7,shape,FALSE,FALSE,America/New_York,3,22066 22102,1840006028
Salida,Salida,CA,California,6099,Stanislaus,37.7083,-121.0842,14690,2558.7,shape,FALSE,FALSE,America/Los_Angeles,2,95368 95356,1840018908
Waunakee,Waunakee,WI,Wisconsin,55025,Dane,43.1829,-89.4447,14679,772.6,shape,FALSE,TRUE,America/Chicago,3,53597,1840002904
Monroe,Monroe,GA,Georgia,13297,Walton,33.7990,-83.7161,14675,361.6,shape,FALSE,TRUE,America/New_York,3,30656 30655,1840014786
Fruitville,Fruitville,FL,Florida,12115,Sarasota,27.3328,-82.4616,14673,830.2,shape,FALSE,FALSE,America/New_York,3,34232 34240,1840014179
Canyon,Canyon,TX,Texas,48381,Randall,34.9911,-101.9190,14669,701.3,shape,FALSE,TRUE,America/Chicago,3,79016 79015,1840019180
Parlier,Parlier,CA,California,6019,Fresno,36.6087,-119.5434,14666,2350.9,shape,FALSE,TRUE,America/Los_Angeles,2,93662 93648,1840020323
Palmview,Palmview,TX,Texas,48215,Hidalgo,26.2318,-98.3823,14654,746.5,shape,FALSE,TRUE,America/Chicago,3,78574 78572,1840021028
Pineville,Pineville,LA,Louisiana,22079,Rapides,31.3414,-92.4096,14653,448.6,shape,FALSE,TRUE,America/Chicago,3,71360 71359,1840014963
